,Date of sale,Address,Price,No. rooms,Living area,Plot size
629, 9 september 2014,Flintstensgatan 1, 3750000kr,2rum,"('90', '')",1258m² 
630, 9 september 2014,Duvesjön 304, 4700000kr,4rum,"('115', '3')",1063m² 
631, 8 september 2014,Hemvägen 9, 3200000kr,8rum,"('240', '50')",1101m² 
632, 8 september 2014,Poppelvägen 1, 3366500kr,3rum,"('180', '')",805m² 
633, 2 september 2014,Fasanstigen 5, 1700000kr,2rum,"('120', '16')",1106m² 
634, 31 augusti 2014,Rostock 338, 1400000kr,3rum,"('72', '65')",3419m² 
635, 28 augusti 2014,Prejelvägen 128, 2450000kr,2rum,"('115', '')",2372m² 
636, 26 augusti 2014,Kolonigatan 6, 3100000kr,5rum,"('156', '')",7965m² 
637, 22 augusti 2014,Signehög 210, 2975000kr,9rum,"('125', '125')",1208m² 
638, 22 augusti 2014,Munkegärdegatan 339, 3600000kr,5rum,"('109', '15')",1229m² 
639, 20 augusti 2014,Nordängen 2, 3485000kr,5rum,"('150', '30')",1484m² 
640, 13 augusti 2014,Kristiansborg 350, 1900000kr,6rum,"('145', '')",808m² 
641, 8 augusti 2014,Duvesjön 180, 2795000kr,5rum,"('84', '79')",818m² 
642, 2 juli 2014,Råckeröd 150, 3525000kr,6rum,"('32', '')",1043m² 
643, 30 juni 2014,Ulvesund 530, 2300000kr,6rum,"('62', '')",1029m² 
644, 25 juni 2014,Prejelvägen 117, 2750000kr,7rum,"('240', '50')",1593m² 
645, 19 juni 2014,Krappvägen 571, 6050000kr,7rum,"('162', '')",501m² 
646, 19 juni 2014,Oskarsberg 120, 3200000kr,10rum,"('98', '')",2835m² 
647, 18 juni 2014,Vandilgatan 4, 2710000kr,4rum,"('47', '')",794m² 
648, 18 juni 2014,Fasanstigen 10, 1000000kr,6rum,"('73', '7')",428m² 
649, 17 juni 2014,Lefstad 230, 2250000kr,6rum,"('45', '25')",1407m² 
650, 5 april 2018,Prejelvägen 137, 4020000kr,5rum,"('132', '')",5650m² 
651, 1 april 2018,Plogvägen 191, 5495000kr,5rum,"('241', '')",2018m² 
652, 30 mars 2018,Bergkristallvägen 15, 795000kr,7rum,"('122', '61')",504m² 
653, 29 mars 2018,Ryr 590, 1650000kr,4rum,"('137', '8')",695m² 
654, 29 mars 2018,Prästvägen 676, 2550000kr,5rum,"('174', '')",891m² 
655, 27 mars 2018,Ranneberg  154, 2000000kr,7rum,"('114', '54')",3049m² 
656, 24 mars 2018,Ranneberg 155, 4300000kr,5rum,"('178', '24')",915m² 
657, 23 mars 2018,Skålldal 140, 4250000kr,4rum,"('147', '')",477m² 
658, 20 mars 2018,Mariedalsvägen 1, 4750000kr,5rum,"('130', '125')",285m² 
659, 16 mars 2018,Mårdgatan 22, 5250000kr,6rum,"('119', '97')",448m² 
660, 11 mars 2018,Enskiftegatan 5, 4810000kr,5rum,"('259', '48')",2456m² 
661, 10 mars 2018,Broberg 190, 4200000kr,6rum,"('126', '85')",1048m² 
662, 9 mars 2018,Källeröd 210, 3730000kr,5rum,"('105', '122')",797m² 
663, 9 mars 2018,Kristinedalsgatan 5, 3900000kr,5rum,"('104', '15')",1650m² 
664, 7 mars 2018,Bollestad 152, 4700000kr,6rum,"('138', '')",304m² 
665, 27 februari 2018,Lingonvägen 41, 4300000kr,5rum,"('121', '')",1180m² 
666, 26 februari 2018,Häradsvägen 62, 6250000kr,6rum,"('212', '')",438m² 
667, 23 februari 2018,Hammar 375, 4600000kr,5rum,"('85', '92')",788m² 
668, 21 februari 2018,Skogsvägen  20, 4780000kr,2rum,"('110', '50')",362m² 
669, 21 februari 2018,Harkeröd 310, 4250000kr,3rum,"('170', '53')",1083m² 
670, 20 februari 2018,Prästbol 165, 3450000kr,4rum,"('122', '')",293m² 
671, 14 februari 2018,Duvesjön 374, 3700000kr,5rum,"('124', '')",863m² 
672, 9 februari 2018,Ulvebackegatan 28, 6500000kr,5rum,"('137', '')",945m² 
673, 8 februari 2018,Hammar 310, 2735000kr,5rum,"('138', '')",659m² 
674, 3 februari 2018,Rostock 364, 4560000kr,6rum,"('126', '')",1936m² 
675, 3 februari 2018,Stenåldersgatan 6, 4800000kr,4rum,"('161', '')",1099m² 
676, 1 februari 2018,Torp 310, 4400000kr,7rum,"('122', '')",1650m² 
677, 30 januari 2018,Tyftervägen 20, 3650000kr,5rum,"('135', '75')",2095m² 
678, 30 januari 2018,Harkvägen 357, 3500000kr,5rum,"('142', '28')",3233m² 
679, 26 januari 2018,Grindklykan 27, 4500000kr,6rum,"('117', '')",596m² 
680, 26 januari 2018,Häggvägen 10, 3495000kr,6rum,"('165', '7')",382m² 
681, 22 januari 2018,Hemmansgatan 11, 5000000kr,3rum,"('121', '65')",1363m² 
682, 19 januari 2018,Komministergatan 3, 4650000kr,5rum,"('47', '')",885m² 
683, 14 januari 2018,Djupuddsvägen  30, 8300000kr,4rum,"('60', '')",338m² 
684, 12 januari 2018,Staby 130, 3350000kr,8rum,"('75', '20')",1603m² 
685, 12 januari 2018,Munkegärdegatan 253, 4750000kr,2rum,"('122', '8')",423m² 
686, 3 januari 2018,Rosenstensvägen 6, 6500000kr,6rum,"('148', '10')",402m² 
687, 2 januari 2018,Bergåsvägen 22, 5500000kr,7rum,"('208', '')",1096m² 
688, 22 december 2017,Nordängen 10, 1725000kr,5rum,"('197', '')",479m² 
689, 21 december 2017,Apelviksgatan 7, 2195000kr,4rum,"('128', '')",1007m² 
690, 20 december 2017,Ranneberg 170, 3045000kr,5rum,"('93', '93')",1329m² 
691, 13 december 2017,Vesslegatan 3, 4740000kr,6rum,"('122', '10')",2381m² 
692, 13 december 2017,Bärnstensvägen 6, 6000000kr,5rum,"('5', '')",2299m² 
693, 10 december 2017,Solvagnsgatan 7, 4200000kr,7rum,"('133', '50')",1036m² 
694, 7 december 2017,Hallsbrovägen 3, 5750000kr,5rum,"('140', '')",3432m² 
695, 6 december 2017,Tjäderstigen 8, 4000000kr,7rum,"('90', '')",940m² 
696, 2 december 2017,Tegskiftegatan 50, 3580000kr,6rum,"('222', '')",884m² 
697, 29 november 2017,Fontinvägen 12, 4850000kr,5rum,"('165', '')",1659m² 
698, 27 november 2017,Brunnefjällsvägen  18, 4800000kr,5rum,"('155', '42')",1755m² 
699, 24 november 2017,Dannemarksgatan 4, 6350000kr,6rum,"('266', '42')",2455m² 
700, 4 januari 2019,Alekärr 110, 4330000kr,4rum,"('63', '')",1392m² 
701, 30 december 2018,Duvesjön 460, 3000000kr,6rum,"('158', '')",701m² 
702, 28 december 2018,Solvagnsgatan 22, 4150000kr,5rum,"('194', '')",1762m² 
703, 27 december 2018,Lagvägen 27, 5200000kr,5rum,"('155', '')",399m² 
704, 20 december 2018,Grannebydal 260, 4500000kr,4rum,"('67', '')",390m² 
705, 20 december 2018,Solvagnsgatan 32, 4300000kr,6rum,"('121', '159')",2371m² 
706, 19 december 2018,Hammar 510, 1825000kr,5rum,"('154', '12')",1318m² 
707, 19 december 2018,Skolstigen 2, 5900000kr,4rum,"('152', '67')",1245m² 
708, 18 december 2018,Munkegärdegatan 99, 4800000kr,4rum,"('169', '74')",2805m² 
709, 18 december 2018,Kyrkeby 220, 7050000kr,5rum,"('115', '')",1000m² 
710, 17 december 2018,Kulperödsvägen 35, 2000000kr,5rum,"('130', '')",793m² 
711, 16 december 2018,Tjäderstigen  4, 2550000kr,7rum,"('98', '65')",1035m² 
712, 12 december 2018,Flateby 450, 3950000kr,3rum,"('101', '')",1148m² 
713, 8 december 2018,Bergkristallvägen 18, 6650000kr,5rum,"('71', '59')",318m² 
714, 7 december 2018,Prästvägen 710, 4500000kr,7rum,"('171', '')",3051m² 
715, 7 december 2018,Granndalen 14, 4275000kr,5rum,"('110', '')",572m² 
716, 3 december 2018,Ranneberg  154, 3800000kr,2rum,"('128', '32')",572m² 
717, 1 december 2018,Kvarnvägen 22, 4630000kr,7rum,"('124', '')",546m² 
718, 29 november 2018,Lingonvägen 43, 2715000kr,5rum,"('4', '')",851m² 
719, 29 november 2018,Hamngatan 11, 3050000kr,5rum,"('104', '')",756m² 
720, 28 november 2018,Rönnvägen  22, 5700000kr,4rum,"('149', '78')",678m² 
721, 27 november 2018,Lyckevägen  9, 3590000kr,4rum,"('154', '13')",1336m² 
722, 26 november 2018,Ekvägen 12, 4750000kr,5rum,"('111', '')",9529m² 
723, 23 november 2018,Rostock 362, 3200000kr,6rum,"('112', '')",899m² 
724, 23 november 2018,Tjuvkil 460, 5100000kr,3rum,"('101', '101')",485m² 
725, 23 november 2018,Sjöhed 310, 3725000kr,4rum,"('133', '11')",1821m² 
726, 21 november 2018,Galärgatan 3, 4300000kr,5rum,"('120', '80')",710m² 
727, 21 november 2018,Bastövägen 4, 4300000kr,9rum,"('135', '15')",1331m² 
728, 20 november 2018,Furuvägen 1, 5000000kr,4rum,"('109', '82')",445m² 
729, 18 november 2018,Prejelvägen 112, 4400000kr,3rum,"('134', '110')",1265m² 
730, 18 november 2018,Hallsbrovägen  14, 4170000kr,6rum,"('123', '')",376m² 
731, 18 november 2018,Nämndemansvägen  12, 3900000kr,6rum,"('33', '')",1009m² 
732, 14 november 2018,Lyckevägen 3, 5950000kr,3rum,"('153', '40')",362m² 
733, 12 november 2018,Häradsvägen 24, 4800000kr,5rum,"('174', '16')",1801m² 
734, 9 november 2018,Backsippegatan  4, 4020000kr,6rum,"('125', '125')",362m² 
735, 9 november 2018,Rishammar 262, 5750000kr,4rum,"('90', '')",856m² 
736, 9 november 2018,Vitsippegatan 4, 3700000kr,5rum,"('131', '12')",1269m² 
737, 5 november 2018,Galeasgatan 17, 1380000kr,7rum,"('93', '92')",2260m² 
738, 1 november 2018,Vältvägen 509, 4500000kr,5rum,"('137', '8')",1196m² 
739, 30 oktober 2018,Gategården 250, 4900000kr,4rum,"('74', '')",990m² 
740, 29 oktober 2018,Rondan 37, 4750000kr,5rum,"('126', '')",1611m² 
741, 29 oktober 2018,Kantorvägen 3, 1960000kr,4rum,"('112', '57')",1986m² 
742, 28 oktober 2018,Hemvägen  15, 4500000kr,8rum,"('231', '')",370m² 
743, 26 oktober 2018,Tvetgatan 43, 3250000kr,6rum,"('150', '')",692m² 
744, 26 oktober 2018,Rörmossevägen  120, 5175000kr,8rum,"('83', '')",1574m² 
745, 25 oktober 2018,Parkgatan 11, 2500000kr,4rum,"('112', '151')",385m² 
746, 24 oktober 2018,Kristiansborg 170, 4300000kr,4rum,"('118', '149')",3324m² 
747, 23 oktober 2018,Vena 328, 4000000kr,5rum,"('64', '')",1080m² 
748, 22 oktober 2018,Duvesjön 216, 6600000kr,5rum,"('139', '12')",345m² 
749, 19 oktober 2018,Lyckan 2, 4140000kr,3rum,"('110', '38')",6999m² 
750, 1 april 2019,Klövergången 8, 3000000kr,5rum,"('120', '')",3089m² 
751, 1 april 2019,Häradsvägen 30, 4710000kr,9rum,"('138', '')",362m² 
752, 31 mars 2019,Murhammarvägen 1, 3500000kr,6rum,"('143', '140')",1351m² 
753, 29 mars 2019,Löstorp 160, 2260000kr,5rum,"('150', '20')",608m² 
754, 25 mars 2019,Ädelstensvägen 52, 5000000kr,4rum,"('134', '25')",1034m² 
755, 25 mars 2019,Sundhammarsvägen 480, 3810000kr,5rum,"('109', '')",1229m² 
756, 21 mars 2019,Harkvägen 343, 2300000kr,4rum,"('143', '')",2381m² 
757, 17 mars 2019,Östergårdsgatan 61, 5200000kr,6rum,"('126', '')",1318m² 
758, 15 mars 2019,Rishammarvägen 11, 3900000kr,5rum,"('163', '118')",383m² 
759, 13 mars 2019,Beryllvägen 25, 4570000kr,5rum,"('127', '')",636m² 
760, 6 mars 2019,Alvägen 1, 4350000kr,6rum,"('166', '20')",823m² 
761, 4 mars 2019,Byvägen 50, 4750000kr,6rum,"('70', '54')",2284m² 
762, 1 mars 2019,Kulleskärsvägen 37, 4050000kr,5rum,"('165', '')",770m² 
763, 28 februari 2019,Skårsäng 25, 4285000kr,5rum,"('68', '68')",1070m² 
764, 28 februari 2019,Häljeröd 380, 3630000kr,5rum,"('126', '')",1231m² 
765, 27 februari 2019,Östergårdsgatan 27, 4400000kr,6rum,"('84', '94')",1208m² 
766, 27 februari 2019,Tjuvkil 140, 4300000kr,8rum,"('108', '70')",628m² 
767, 24 februari 2019,Fontinvägen 32, 2995000kr,6rum,"('190', '150')",2786m² 
768, 22 februari 2019,Duvesjön 327, 5200000kr,4rum,"('125', '83')",742m² 
769, 21 februari 2019,Ulvedalsgatan 10, 3570000kr,5rum,"('5', '')",382m² 
770, 18 februari 2019,Storskiftegatan 71, 4050000kr,4rum,"('115', '20')",2108m² 
771, 15 februari 2019,Krappvägen 556, 4890000kr,5rum,"('103', '81')",680m² 
772, 14 februari 2019,Fregattgatan 6, 3375000kr,5rum,"('108', '65')",2857m² 
773, 14 februari 2019,Nolby 325, 4300000kr,5rum,"('100', '60')",342m² 
774, 14 februari 2019,Stenåldersgatan 59, 4000000kr,5rum,"('108', '32')",577m² 
775, 13 februari 2019,Brunnefjällsvägen 26, 4650000kr,9rum,"('142', '')",5205m² 
776, 12 februari 2019,Reidarsgatan 3, 3900000kr,6rum,"('145', '61')",626m² 
777, 11 februari 2019,Lefstadvägen 27, 3700000kr,5rum,"('152', '')",574m² 
778, 11 februari 2019,Fågelstigen 41, 4200000kr,5rum,"('120', '72')",319m² 
779, 8 februari 2019,Täljstensgatan 2, 4995000kr,7rum,"('130', '')",1500m² 
780, 7 februari 2019,Rishammar 110, 2795000kr,4rum,"('115', '')",1617m² 
781, 7 februari 2019,Solbräcke 214, 5300000kr,5rum,"('186', '')",761m² 
782, 4 februari 2019,Fjellsholmen 17, 3700000kr,3rum,"('189', '')",398m² 
783, 1 februari 2019,Mariebergsvägen 150, 3895000kr,3rum,"('189', '100')",156m² 
784, 1 februari 2019,Åsebyberg 940, 3770000kr,6rum,"('105', '')",4070m² 
785, 1 februari 2019,Jägarvägen 5, 3387500kr,5rum,"('140', '26')",513m² 
786, 30 januari 2019,Staby 780, 3300000kr,6rum,"('80', '')",1295m² 
787, 30 januari 2019,Gräsgången 1, 4550000kr,6rum,"('165', '14')",1520m² 
788, 27 januari 2019,Hemvägen 19, 4700000kr,5rum,"('119', '19')",2091m² 
789, 24 januari 2019,Lerskärsvägen 51, 5425000kr,6rum,"('109', '')",861m² 
790, 22 januari 2019,Gårdskiftegatan 72, 4550000kr,6rum,"('170', '81')",402m² 
791, 21 januari 2019,Onyxvägen 14, 3990000kr,5rum,"('260', '')",372m² 
792, 21 januari 2019,Duvesjön 201, 2850000kr,3rum,"('77', '55')",822m² 
793, 20 januari 2019,Kyrkeby 296, 4100000kr,6rum,"('125', '')",1282m² 
794, 19 januari 2019,Station 452, 3550000kr,7rum,"('153', '')",334m² 
795, 18 januari 2019,Bergliden 20, 3450000kr,5rum,"('111', '60')",2290m² 
796, 17 januari 2019,Plogvägen 184, 4575000kr,3rum,"('125', '')",1204m² 
797, 15 januari 2019,Hällristningsgatan 8, 6700000kr,7rum,"('130', '')",2862m² 
798, 11 januari 2019,Jörlandavägen 3, 3700000kr,4rum,"('122', '')",383m² 
799, 8 januari 2019,Häljeröd 320, 4100000kr,5rum,"('62', '24')",746m² 
800, 31 mars 2020,Rådmansgatan 13, 4135000kr,7rum,"('123', '')",668m² 
801, 30 mars 2020,Lundby 180, 3630000kr,6rum,"('167', '')",1275m² 
802, 28 mars 2020,Vedhallsvägen 8, 3730000kr,5rum,"('131', '')",1456m² 
803, 27 mars 2020,Guddeby 250, 2400000kr,6rum,"('179', '')",547m² 
804, 27 mars 2020,Kyrkväg 340, 3510000kr,7rum,"('115', '28')",3521m² 
805, 27 mars 2020,Ryr 280, 2850000kr,4rum,"('123', '')",777m² 
806, 27 mars 2020,Fontinvägen 22, 4150000kr,5rum,"('160', '')",2819m² 
807, 27 mars 2020,Trollhättevägen 22, 4680000kr,3rum,"('126', '43')",811m² 
808, 26 mars 2020,Settungsvägen 36, 4000000kr,5rum,"('163', '52')",1320m² 
809, 26 mars 2020,Bergåsvägen 21, 5010000kr,3rum,"('64', '')",1031m² 
810, 23 mars 2020,Kämpegatan 5, 5525000kr,5rum,"('147', '9')",1039m² 
811, 20 mars 2020,Häljeröd 330, 4100000kr,3rum,"('140', '190')",1103m² 
812, 12 mars 2020,Mjölnarvägen 14, 6000000kr,6rum,"('156', '')",798m² 
813, 11 mars 2020,Hjälmgatan 9, 3795000kr,4rum,"('80', '12')",783m² 
814, 9 mars 2020,Rävo 130, 4400000kr,5rum,"('160', '50')",630m² 
815, 7 mars 2020,Veneröd 540, 2650000kr,8rum,"('103', '24')",29096m² 
816, 6 mars 2020,Ulvesund 110, 4650000kr,5rum,"('154', '')",400m² 
817, 5 mars 2020,Helgonagatan 50, 4425000kr,7rum,"('168', '')",1157m² 
818, 3 mars 2020,Bärnstensvägen 11, 4450000kr,4rum,"('121', '30')",686m² 
819, 3 mars 2020,Rosenstensvägen 11, 2900000kr,4rum,"('129', '28')",1351m² 
820, 2 mars 2020,Gårdskiftegatan 13, 6300000kr,4rum,"('174', '40')",590m² 
821, 2 mars 2020,Storskiftegatan 96, 3900000kr,5rum,"('180', '')",551m² 
822, 1 mars 2020,Ingetorp 130, 5100000kr,4rum,"('159', '')",1205m² 
823, 28 februari 2020,Solvagnsgatan 42, 5750000kr,6rum,"('107', '')",882m² 
824, 27 februari 2020,Settungsvägen 42, 5500000kr,5rum,"('79', '5')",400m² 
825, 26 februari 2020,Häljeröd 250, 5600000kr,2rum,"('150', '28')",4083m² 
826, 26 februari 2020,Tofta 330, 7925000kr,5rum,"('113', '21')",57649m² 
827, 23 februari 2020,Stämmdalen 120, 5330000kr,2rum,"('126', '')",550m² 
828, 21 februari 2020,Lökebergsvägen 27, 6700000kr,3rum,"('70', '')",2026m² 
829, 21 februari 2020,Brunnefjäll 180, 4520000kr,5rum,"('140', '19')",435m² 
830, 21 februari 2020,Häljeröd 270, 2360000kr,5rum,"('148', '')",1622m² 
831, 19 februari 2020,Buderöd 160, 5350000kr,5rum,"('173', '86')",381m² 
832, 19 februari 2020,Tegskiftegatan 48, 4090000kr,5rum,"('138', '30')",1591m² 
833, 11 februari 2020,Broberg 130, 4300000kr,7rum,"('168', '8')",856m² 
834, 10 februari 2020,Sköldgatan 4, 3600000kr,6rum,"('108', '50')",546m² 
835, 7 februari 2020,Korpedalsvägen 10, 4135000kr,8rum,"('125', '')",1390m² 
836, 6 februari 2020,Käckås 110, 4950000kr,5rum,"('104', '16')",1499m² 
837, 5 februari 2020,Diserödsvägen 7, 6900000kr,3rum,"('119', '19')",2963m² 
838, 3 februari 2020,Strandgatan 17, 4250000kr,8rum,"('75', '')",1322m² 
839, 2 februari 2020,Lövön 410, 4400000kr,2rum,"('105', '109')",363m² 
840, 30 januari 2020,Toftebergsvägen 2, 3795000kr,6rum,"('123', '')",262m² 
841, 28 januari 2020,Truskärsvägen 7, 3050000kr,6rum,"('38', '9')",1165m² 
842, 28 januari 2020,Lundby 450, 4100000kr,6rum,"('146', '')",5814m² 
843, 28 januari 2020,Solskiftegatan 63, 3900000kr,6rum,"('122', '')",636m² 
844, 28 januari 2020,Högalidsgatan 3, 2900000kr,5rum,"('65', '36')",1518m² 
845, 24 januari 2020,Kungälvsvägen 22, 3125000kr,3rum,"('122', '')",1864m² 
846, 22 januari 2020,Ädelstensvägen 58, 5050000kr,5rum,"('103', '')",1733m² 
847, 22 januari 2020,Kantorvägen 4, 4125000kr,7rum,"('115', '48')",1010m² 
848, 21 januari 2020,Diamantvägen 34, 1880000kr,4rum,"('144', '24')",2254m² 
849, 21 januari 2020,Tjäderstigen 8, 4300000kr,4rum,"('92', '92')",1034m² 
850, 17 november 2015,Heavägen 31, 3500000kr,6rum,"('200', '63')",1246m² 
851, 9 november 2015,Beryllvägen 14, 2210000kr,5rum,"('116', '72')",362m² 
852, 8 november 2015,Kornhall 290, 4410000kr,5rum,"('174', '')",972m² 
853, 3 november 2015,Grindbacken 18, 3500000kr,5rum,"('183', '')",842m² 
854, 2 november 2015,Korpvägen 273, 2325000kr,5rum,"('96', '15')",6686m² 
855, 2 november 2015,Kristiansborg 300, 3950000kr,5rum,"('130', '140')",820m² 
856, 30 oktober 2015,Glöskär 255, 4900000kr,7rum,"('65', '60')",467m² 
857, 30 oktober 2015,Nolby 150, 3400000kr,6rum,"('140', '20')",5500m² 
858, 30 oktober 2015,Snäckvägen 11, 2250000kr,5rum,"('130', '70')",1982m² 
859, 23 oktober 2015,Klockarvägen 1, 4000000kr,5rum,"('107', '105')",3024m² 
860, 23 oktober 2015,Fjellsholmen 35, 2950000kr,5rum,"('145', '5')",1675m² 
861, 22 oktober 2015,Röd 165, 1950000kr,5rum,"('124', '85')",1005m² 
862, 20 oktober 2015,Jägarvägen 13, 5900000kr,6rum,"('96', '6')",562m² 
863, 19 oktober 2015,Rosenstensvägen 2, 2000000kr,5rum,"('114', '114')",1034m² 
864, 18 oktober 2015,Tröskvägen 260, 4800000kr,9rum,"('250', '')",810m² 
865, 16 oktober 2015,Lycke 400, 3570000kr,6rum,"('153', '50')",1874m² 
866, 14 oktober 2015,Dösebacka 410, 3850000kr,3rum,"('117', '')",401m² 
867, 14 oktober 2015,Mantalsgatan 9, 4055500kr,3rum,"('98', '75')",620m² 
868, 14 oktober 2015,Skälebräckeliden 9, 3200000kr,5rum,"('140', '15')",7088m² 
869, 13 oktober 2015,Norrmannebo 700, 3225000kr,5rum,"('140', '')",2927m² 
870, 12 oktober 2015,Bokvägen 14, 4350000kr,5rum,"('140', '')",1104m² 
871, 8 oktober 2015,Duvesjön 228, 4065000kr,3rum,"('120', '60')",1198m² 
872, 8 oktober 2015,Klintegatan 22, 3200000kr,4rum,"('138', '12')",1887m² 
873, 7 oktober 2015,Galärgatan 2, 2416667kr,6rum,"('149', '')",3100m² 
874, 7 oktober 2015,Ulvebackegatan 3, 3195000kr,5rum,"('108', '')",22600m² 
875, 28 september 2015,Vråstigen 4, 3350000kr,6rum,"('110', '')",1083m² 
876, 26 september 2015,Bergsvägen 11, 3995000kr,7rum,"('96', '66')",2400m² 
877, 26 september 2015,Lundby 509, 4050000kr,5rum,"('120', '45')",399m² 
878, 24 september 2015,Kastellegårdsgatan 29, 3050000kr,5rum,"('143', '60')",1099m² 
879, 22 september 2015,Sparråsvägen 140, 4325000kr,6rum,"('111', '88')",11226m² 
880, 21 september 2015,Dammen 160, 4900000kr,6rum,"('118', '84')",737m² 
881, 17 september 2015,Önneröd 220, 2995000kr,5rum,"('157', '102')",690m² 
882, 17 september 2015,Tulpanvägen 15, 6700000kr,4rum,"('130', '37')",2467m² 
883, 16 september 2015,Rubinvägen 19, 1895000kr,6rum,"('95', '8')",1085m² 
884, 13 september 2015,Gårdskiftegatan 5, 3840000kr,5rum,"('5', '')",3390m² 
885, 11 september 2015,Norrmannebo 270, 3470000kr,5rum,"('98', '87')",2522m² 
886, 10 september 2015,Dösebacka 120, 2495000kr,4rum,"('127', '52')",810m² 
887, 10 september 2015,Kärnavägen 16, 4075000kr,4rum,"('130', '80')",2303m² 
888, 9 september 2015,Torp 250, 4950000kr,5rum,"('93', '')",862m² 
889, 3 september 2015,Korpvägen 279, 3425000kr,4rum,"('82', '6')",1548m² 
890, 2 september 2015,Österväg 9, 3075000kr,4rum,"('181', '83')",379m² 
891, 31 augusti 2015,Sköldgatan 9, 1850000kr,2rum,"('125', '142')",558m² 
892, 31 augusti 2015,Klåverön 580, 4400000kr,3rum,"('171', '31')",559m² 
893, 28 augusti 2015,Honeröd 280, 2830000kr,5rum,"('143', '25')",362m² 
894, 26 augusti 2015,Risby 530, 3575000kr,3rum,"('103', '103')",1553m² 
895, 13 augusti 2015,Akvamarinvägen 7, 3050000kr,5rum,"('77', '46')",434m² 
896, 30 juli 2015,Heavägen 21, 1550000kr,5rum,"('123', '')",1706m² 
897, 24 juli 2015,Husfrejagatan 7, 4350000kr,5rum,"('166', '')",932m² 
898, 10 juli 2015,Ljungvägen 20, 3525000kr,5rum,"('123', '')",480m² 
899, 9 juli 2015,Bergsgatan 7, 4300000kr,6rum,"('126', '')",3121m² 
900, 9 oktober 2023,Smugglaregatan 14, 3005000kr,5rum,"('165', '30')",2062m² 
901, 5 oktober 2023,Hallbjörtorp 370, 3800000kr,3rum,"('145', '')",1724m² 
902, 3 oktober 2023,Tullaregatan 5, 4500000kr,7rum,"('134', '7')",2963m² 
903, 2 oktober 2023,Stadsängsvägen 4, 4075000kr,4rum,"('124', '')",1593m² 
904, 27 september 2023,Länsmansvägen 8, 3625000kr,3rum,"('112', '')",884m² 
905, 26 september 2023,Fontinvägen 20, 2900000kr,6rum,"('215', '115')",427m² 
906, 25 september 2023,Olsåker 110, 4760000kr,5rum,"('111', '22')",2263m² 
907, 22 september 2023,Prejelvägen 102, 5450000kr,5rum,"('129', '')",342m² 
908, 17 september 2023,Ulvesund 427, 3900000kr,5rum,"('122', '')",569m² 
909, 17 september 2023,Sävstigen 2, 6100000kr,5rum,"('39', '')",673m² 
910, 15 september 2023,Solberg 455, 7350000kr,4rum,"('137', '')",410m² 
911, 15 september 2023,Solberg 460, 5050000kr,4rum,"('86', '')",761m² 
912, 13 september 2023,Knaverstad 280, 5350000kr,6rum,"('151', '20')",5960m² 
913, 7 september 2023,Oxelvägen 84, 3520000kr,4rum,"('120', '3')",1105m² 
914, 6 september 2023,Hammarberg 840, 4100000kr,4rum,"('162', '14')",1608m² 
915, 5 september 2023,Röd 140, 4395000kr,5rum,"('140', '')",1182m² 
916, 31 augusti 2023,Djupuddsvägen 6, 2150000kr,4rum,"('135', '')",828m² 
917, 31 augusti 2023,Jakobsvägen 25, 3000000kr,4rum,"('111', '5')",1150m² 
918, 30 augusti 2023,Ripstigen 5, 10000000kr,7rum,"('38', '11')",999m² 
919, 29 augusti 2023,Klåverön 290, 5995000kr,5rum,"('175', '35')",749m² 
920, 24 augusti 2023,Häradsvägen 18, 4225000kr,7rum,"('113', '85')",927m² 
921, 23 augusti 2023,Ulvedalsgatan 10, 3900000kr,3rum,"('41', '')",2619m² 
922, 23 augusti 2023,Hällristningsgatan 15, 4800000kr,7rum,"('137', '')",934m² 
923, 16 augusti 2023,Grindbacken 20, 5600000kr,4rum,"('121', '37')",1933m² 
924, 16 augusti 2023,Åsebyberg 925, 3650000kr,4rum,"('119', '55')",1033m² 
925, 15 augusti 2023,Mossvägen 41, 2300000kr,5rum,"('103', '60')",961m² 
926, 9 augusti 2023,Ulvesund 405, 4725000kr,6rum,"('129', '44')",3234m² 
927, 8 augusti 2023,Lökebergsvägen 61, 6275000kr,4rum,"('81', '57')",2032m² 
928, 4 augusti 2023,Staby 760, 1000000kr,5rum,"('69', '')",914m² 
929, 28 juli 2023,Saltskärsvägen 6, 5100000kr,4rum,"('166', '')",937m² 
930, 17 juli 2023,Hallebäcksvägen 31, 4195000kr,4rum,"('122', '16')",806m² 
931, 17 juli 2023,Klövergången 10, 6500000kr,5rum,"('137', '19')",1400m² 
932, 13 juli 2023,Grindenvägen 27, 4300000kr,5rum,"('174', '25')",3824m² 
933, 13 juli 2023,Duvesjön 465, 4850000kr,6rum,"('112', '')",695m² 
934, 11 juli 2023,Enskiftegatan 10, 3775000kr,8rum,"('105', '140')",1608m² 
935, 7 juli 2023,Duvesjön 212, 2000000kr,2rum,"('195', '')",522m² 
936, 6 juli 2023,Rishammar 250, 4900000kr,5rum,"('164', '36')",937m² 
937, 6 juli 2023,Fontinvägen 16, 5200000kr,7rum,"('114', '110')",1288m² 
938, 4 juli 2023,Kuskalundsvägen 36, 3850000kr,6rum,"('64', '53')",490m² 
939, 4 juli 2023,Gömmet 120, 3450000kr,2rum,"('171', '83')",21929m² 
940, 4 juli 2023,Gunneröd 200, 4200000kr,6rum,"('159', '48')",10004m² 
